SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
5088	Nanyumbu DC	Nakopi	Likokona	Michiga		Michiga	HC	LGA	Rural	Public
5092	Nanyumbu DC	Nakopi	Lumesule-	Lumesule		Lumesule	Dis	LGA	Rural	Public
5094	Nanyumbu DC	Nanyumbu	Chipuputa	Chipuputa		Chipuputa	Dis	LGA	Rural	Public
5101	Nanyumbu DC	Nanyumbu	Masuguru	Masuguru		Masuguru	Dis	LGA	Rural	Public
5102	Nanyumbu DC	Nanyumbu	Nangomba	Mangaka		Mangaka	HC	LGA	Rural	Public
5110	Nanyumbu DC	Nanyumbu	Nangomba	Nangomba		Nangomba	Dis	LGA	Rural	Public
5119	Nanyumbu DC	Nanyumbu	Nanyumbu	Nanyumbu		Nanyumbu	HC	LGA	Rural	Public
5123	Nanyumbu DC	Nanyumbu	Sengenya	Mkumbaru		Mkumbaru	Dis	LGA	Rural	Public
5125	Nanyumbu DC	Nanyumbu	Sengenya	Sengenya		Sengenya	Dis	LGA	Rural	Public
5126	Nanyumbu DC	Nanyumbu	Mkonona	Namijati		Mkonona	Dis	LGA	Rural	Public
5131	Newala DC	Kitangari	Chilangala	Chilangala		Nanyamba	Dis	LGA	Rural	Public
5133	Newala DC	Kitangari	Chilangala	Mikumbi		Mikumbi	Dis	LGA	Rural	Public
5141	Newala DC	Kitangari	Chiwonga	Chiwonga Nandwahi		Chiwonga	Dis	LGA	Rural	Public
5147	Newala DC	Kitangari	Kitangari	Kitangari CCM		Kitangari	HC		Rural	TBD
5157	Newala DC	Kitangari	Malatu	Malatu Juu		Malatu	Dis	LGA	Rural	Public
5160	Newala DC	Kitangari	Malatu	Mnolela		Mnolela	Dis	LGA	Rural	Public
5168	Newala DC	Kitangari	Mchemo	Lengo		Lengo	Dis	LGA	Rural	Public
5178	Newala DC	Kitangari	Mkoma II	Mkoma Ii		Mkoma Ii	Dis	LGA	Rural	Public
5183	Newala DC	Kitangari	Mnyambe	Chihangu		Chihangu	HC	LGA	Rural	Public
5189	Newala DC	Kitangari	Mnyambe	Mnyambe		Mnyambe	Dis	LGA	Rural	Public
5192	Newala DC	Kitangari	Mtopwa	Mnyeu		Mnyeu	Dis	LGA	Rural	Public
5194	Newala DC	Newala	Chitekete	Chitekete		Chitekete	Dis	LGA	Rural	Public
5219	Newala DC	Newala	Luchingu	Nangwala		Rehema	HC	Private	Rural	Private
5223	Newala DC	Newala	Luchingu	Newala Majengo		Newala	Hos	MOHSW	Rural	Public
5231	Newala DC	Newala	Makote	Makote		Makote	Dis	LGA	Rural	Public
5232	Newala DC	Newala	Makukwe	Makukwe		Makukwe	Dis	LGA	Rural	Public
5237	Newala DC	Newala	Makukwe	Mtunguru		Mtunguru	Dis	LGA	Rural	Public
5241	Newala DC	Newala	Mcholi I	Chiunjila		Mpilipili	Dis	LGA	Rural	Public
5248	Newala DC	Newala	Mcholi II	Tawala		Tawala	Dis	LGA	Rural	Public
5252	Newala DC	Newala	Mkunya	Mkunya		Mkunya	Dis	LGA	Rural	Public
5254	Newala DC	Newala	Mkwedu	Mkwedu		Mkwedu	Dis	LGA	Rural	Public
5259	Newala DC	Newala	Mnekachi	Kilidu Ii		Kilidu Ii	Dis	LGA	Rural	Public
5260	Newala DC	Newala	Mnekachi	Makonga		Makonga	Dis	LGA	Rural	Public
5261	Newala DC	Newala	Mnekachi	Mkoma I		Mkoma I	Dis	LGA	Rural	Public
5263	Newala DC	Newala	Mnekachi	Nambunga		Nambunga	Dis	LGA	Rural	Public
5268	Newala DC	Newala	Namiyonga	Namiyonga		Namiyonga	Dis	LGA	Rural	Public
5274	Newala DC	Newala	Nanguruwe	Samora		Kilidu I	Dis	LGA	Rural	Public
5275	Tandahimba DC	Litehu	Chaume	Chaume		Chaume	Dis	LGA	Rural	Public
5279	Tandahimba DC	Litehu	Chaume	Mkwedu		Mkwedu	Dis	TASAF	Rural	Public
5281	Tandahimba DC	Litehu	Luagala	Chibede		Chibede	Dis	TASAF	Rural	Public
5283	Tandahimba DC	Litehu	Luagala	Litehu		Litehu	Dis	TASAF	Rural	Public
5285	Tandahimba DC	Litehu	Luagala	Mchinji		Luagala	HC	Roman Catholic	Rural	Fbo
5286	Tandahimba DC	Litehu	Luagala	Mkola Chini		Mkola	Dis		Rural	TBD
5287	Tandahimba DC	Litehu	Luagala	Mkola Juu		Mkola Juu	Dis	TASAF	Rural	Public
5289	Tandahimba DC	Litehu	Lyenje	Lyenje		Lyenje	Dis	LGA	Rural	Public
5290	Tandahimba DC	Litehu	Lyenje	Mivanga		Mivanga	Dis	TASAF	Rural	Public
5293	Tandahimba DC	Litehu	Lyenje	Nambahu		Nambahu	Dis	LGA	Rural	Public
5296	Tandahimba DC	Litehu	Mkonojowano	Mkonjowano		Mkonjowano	Dis	LGA	Rural	Public
5299	Tandahimba DC	Litehu	Mkwiti	Likolombe		Likolombe	Dis	TASAF	Rural	Public
5300	Tandahimba DC	Litehu	Mkwiti	Mkwiti Chini		Mkwiti	Dis	Religious	Rural	Fbo
5302	Tandahimba DC	Litehu	Ngunja	Mangombya		Mangombya	Dis	LGA	Rural	Public
5304	Tandahimba DC	Litehu	Ngunja	Namindondi Chini		Namindondi Chini	Dis	TASAF	Rural	Public
5308	Tandahimba DC	Litehu	Ngunja	Ngunja		Ngunja	Dis	LGA	Rural	Public
5309	Tandahimba DC	Mahuta	Chingungwe	Chingungwe		Chingungwe	Dis	LGA	Rural	Public
5313	Tandahimba DC	Mahuta	Chingungwe	Namkomolela		Namkomolela	Dis	LGA	Rural	Public
5315	Tandahimba DC	Mahuta	Lukokoda	Dinembo		Dinembo	Dis	LGA	Rural	Public
5317	Tandahimba DC	Mahuta	Lukokoda	Lukokoda		Lukokoda	Dis		Rural	TBD
5323	Tandahimba DC	Mahuta	Mahuta	Mahuta Mjini		Mahuta	HC	LGA	Rural	Public
5327	Tandahimba DC	Mahuta	Mdimba	Mdimba		Mdimba	Dis	LGA	Rural	Public
5328	Tandahimba DC	Mahuta	Mdimba	Nanyanga		Nanyanga	Dis	LGA	Rural	Public
5337	Tandahimba DC	Mahuta	Mkundi	Lipalwe		Lipalwe	Dis	LGA	Rural	Public
5341	Tandahimba DC	Mahuta	Mnyawa	Maheha		Maheha	Dis	LGA	Rural	Public
5342	Tandahimba DC	Mahuta	Mnyawa	Mchichira		Mchichira	Dis	LGA	Rural	Public
5352	Tandahimba DC	Mahuta	Nanhyanga	Nanhyanga		Nanyanga	Dis		Rural	TBD
5361	Tandahimba DC	Namkupa	Kitama	Namunda		Kitama	Dis		Rural	TBD
5367	Tandahimba DC	Namkupa	Maundo	Maundo		Maundo	Dis	LGA	Rural	Public
5372	Tandahimba DC	Namkupa	Michenjele	Shangani		Michenjele	Dis	LGA	Rural	Public
5376	Tandahimba DC	Namkupa	Mihambwe	Ruvuma		Mihambwe	HC	LGA	Rural	Public
5381	Tandahimba DC	Namkupa	Milongodi	Namkomolela		Namkomolela	Dis	TASAF	Rural	Public
5385	Tandahimba DC	Namkupa	Mkoreha	Mkoreha		Mkoreha	Dis	LGA	Rural	Public
5392	Tandahimba DC	Namkupa	Namikupa	Namikupa		Namikupa	HC	LGA	Rural	Public
5397	Tandahimba DC	Namkupa	Naputa	Naputa		Naputa	Dis	LGA	Rural	Public
5412	Tandahimba DC	Namkupa	Tandahimba	Tandahimba		Tandahimba	Hos	MOHSW	Rural	Public
5413	Mbinga DC	Mbinga Town	Kigonsera	Amani Makolo		Amani Makolo	Dis	LGA	Rural	Public
5414	Mbinga DC	Mbinga Town	Kigonsera	Kigonsera		Kigonsera	HC	Roman Catholic	Rural	Fbo
5415	Mbinga DC	Mbinga Town	Kigonsera	Lihale		Lihale	Dis	LGA	Rural	Public
5416	Mbinga DC	Mbinga Town	Kigonsera	Litorongi		Litorongi	Dis	LGA	Rural	Public
5418	Mbinga DC	Mbinga Town	Kigonsera	Mkako		Mkako	Dis	LGA	Rural	Public
5419	Mbinga DC	Mbinga Town	Kihagi Mahuka	Kihangi Mahuka		Kihangi Mahuka	Dis	LGA	Rural	Public
5422	Mbinga DC	Mbinga Town	Kihagi Mahuka	Lukarasi		Lukarasi	Dis	LGA	Rural	Public
5423	Mbinga DC	Mbinga Town	Kilimani	Sepukila		Sepukila	Dis	LGA	Rural	Public
5426	Mbinga DC	Mbinga Town	Kilimani	Mkwaya		Mkwaya	Dis	Prisons	Rural	Public
5430	Mbinga DC	Mbinga Town	Linda	Linda		Linda	Dis	LGA	Rural	Public
5433	Mbinga DC	Mbinga Town	Linda	Ndembo		Ndembo	Dis	LGA	Rural	Public
5436	Mbinga DC	Mbinga Town	Matiri	Kilindi		Kilindi	Dis	LGA	Rural	Public
5439	Mbinga DC	Mbinga Town	Matiri	Mapipili		Mapipili	Dis	LGA	Rural	Public
5440	Mbinga DC	Mbinga Town	Matiri	Matiri Mission		Matiri Mission	Dis	Roman Catholic	Rural	Fbo
5441	Mbinga DC	Mbinga Town	Matiri	Mhongozi		Mhongozi	Dis	LGA	Rural	Public
5443	Mbinga DC	Mbinga Town	Mbangamao	Kikolo		Kikolo	Dis	LGA	Rural	Public
5447	Mbinga DC	Mbinga Town	Mbangamao	Mbangamao		Mbangamao	Dis	LGA	Rural	Public
5450	Mbinga DC	Mbinga Town	Mbinga	Mbinga Mjini		Umati			Rural	TBD
5451	Mbinga DC	Mbinga Town	Mbinga	Ruhuwiko		St Gabriela	Dis	Roman Catholic	Rural	Fbo
5452	Mbinga DC	Mbinga Town	Mbinga	Mbinga Mjini		Mbinga	Hos	LGA	Rural	Public
5453	Mbinga DC	Mbinga Town	Mbinga	Mbinga Mjini		St Vicent	Dis		Rural	TBD
5460	Mbinga DC	Mbinga Town	Mkumbi	Lugari		Lugari	Dis	LGA	Rural	Public
5461	Mbinga DC	Mbinga Town	Mkumbi	Mkumbi		Mkumbi	Dis	LGA	Rural	Public
5463	Mbinga DC	Mbinga Town	Mpepai	Lipembe		Ss Kalembo	HC	LGA	Rural	Public
5465	Mbinga DC	Mbinga Town	Mpepai	Luhangai		Luhangai	Dis	LGA	Rural	Public
5466	Mbinga DC	Mbinga Town	Mpepai	Mpepai		Mpepai	Dis	Roman Catholic	Rural	Fbo
5469	Mbinga DC	Mbinga Town	Myangayanga	Kindimba		Kindimba	Dis	LGA	Rural	Public
5473	Mbinga DC	Mbinga Town	Myangayanga	Myangayanga		Myangayanga	Dis	LGA	Rural	Public
5475	Mbinga DC	Mbinga Town	Myangayanga	Tukuzi		Tukuzi	Dis	LGA	Rural	Public
5478	Mbinga DC	Mbinga Town	Ngima	Ngima		Ngima	Dis	LGA	Rural	Public
5481	Mbinga DC	Mbinga Town	Ukata	Kipololo		Kipololo	Dis	LGA	Rural	Public
5483	Mbinga DC	Mbinga Town	Ukata	Lundumato		Lundumato	Dis	Roman Catholic	Rural	Fbo
5485	Mbinga DC	Mbinga Town	Utiri	Kitanda		Kitanda	Dis	LGA	Rural	Public
5490	Mbinga DC	Mbinga Town	Utiri	Utiri		Utiri	Dis		Rural	TBD
5491	Mbinga DC	Â Ruhekei	Chiwanda	Kwambe		Kwambe	Dis	LGA	Rural	Public
5492	Mbinga DC	Â Ruhekei	Chiwanda	Ngombo		Ngombo	Dis	Anglican	Rural	Fbo
5493	Mbinga DC	Â Ruhekei	Chiwanda	Mtupale		Mtupale	Dis	LGA	Rural	Public
5496	Mbinga DC	Â Ruhekei	Kihagara	Tumbi		Tumbi	Dis	LGA	Rural	Public
5497	Mbinga DC	Â Ruhekei	Kihagara	Mango Mission		Mango Mission	Dis		Rural	TBD
5500	Mbinga DC	Â Ruhekei	Kilosa	Nangombo		Nangombo	Dis	Roman Catholic	Rural	Fbo
5503	Mbinga DC	Â Ruhekei	Lipingo	Lundo		Lundo	Dis	LGA	Rural	Public
5506	Mbinga DC	Â Ruhekei	Liuli	Liuli		St Anne Liuli	Hos	Anglican	Rural	Fbo
5507	Mbinga DC	Â Ruhekei	Liuli	Mkali		Mkali	Dis	LGA	Rural	Public
5508	Mbinga DC	Â Ruhekei	Liuli	Puulu		Livingstone	Dis	Private	Rural	Private
5511	Mbinga DC	Â Mpepo	Kingerikiti	Kingerikiti		Kingerikiti	Dis	LGA	Rural	Public
5513	Mbinga DC	Â Mpepo	Kingerikiti	Luhangarasi		Luhangarasi	Dis	LGA	Rural	Public
5517	Mbinga DC	Â Mpepo	Liparamba	Liparamba		Liparamba	HC	LGA	Rural	Public
5518	Mbinga DC	Â Mpepo	Liparamba	Liparamba		Liparamba	Dis	Roman Catholic	Rural	Fbo
5520	Mbinga DC	Â Mpepo	Liparamba	Mitomoni		Mitomoni	Dis	LGA	Rural	Public
5525	Mbinga DC	Â Mpepo	Tingi	Mpepo		Mpepo	Dis	Roman Catholic	Rural	Fbo
5526	Mbinga DC	Â Mpepo	Tingi	Tingi		Tingi	Dis	Roman Catholic	Rural	Fbo
5528	Mbinga DC	Â Mbuji	Kitura	Kitura		Kitura	Dis	LGA	Rural	Public
5532	Mbinga DC	Â Mbuji	Langiro	Kipapa		Kipapa	Dis	LGA	Rural	Public
5534	Mbinga DC	Â Mbuji	Langiro	Langiro		Langiro	Dis	LGA	Rural	Public
5537	Mbinga DC	Â Mbuji	Langiro	Mkoha		Mkoha	Dis	LGA	Rural	Public
5539	Mbinga DC	Â Mbuji	Litembo	Litembo		Litembo Mission	Hos	Roman Catholic	Rural	Fbo
5547	Mbinga DC	Â Mbuji	Maguu	Kihongo		Kihongo	Dis	LGA	Rural	Public
5549	Mbinga DC	Â Mbuji	Maguu	Maguu		Maguu	HC	Roman Catholic	Rural	Fbo
5550	Mbinga DC	Â Mbuji	Maguu	Mapera		Mapera	HC	LGA	Rural	Public
5554	Mbinga DC	Â Mbuji	Mbuji	Kilangajuu		Kilangajuu	Dis		Rural	TBD
5557	Mbinga DC	Â Mbuji	Mikalanga	Ilela		Ilela	Dis		Rural	TBD
5559	Mbinga DC	Â Mbuji	Mikalanga	Matekela		Matekela	Dis	LGA	Rural	Public
5560	Mbinga DC	Â Mbuji	Mikalanga	Mikalanga		Mikalanga	Dis	Roman Catholic	Rural	Fbo
5561	Mbinga DC	Â Mbuji	Mikalanga	Ugano		Ugano	Dis		Rural	TBD
5562	Mbinga DC	Â Mbuji	Mpapa	Buruma		Buruma	Dis	LGA	Rural	Public
5565	Mbinga DC	Â Mbuji	Mpapa	Mitawa		Mitawa	Dis	LGA	Rural	Public
5566	Mbinga DC	Â Mbuji	Mpapa	Mpapa		Mpapa Mission	HC	Roman Catholic	Rural	Fbo
5567	Mbinga DC	Â Mbuji	Nyoni	Kihereketi		Kihereketi	Dis	LGA	Rural	Public
5571	Mbinga DC	Â Mbuji	Nyoni	Nyoni		Nyoni	Dis	LGA	Rural	Public
5574	Mbinga DC	Â Ruhuhu	Ngumbo	Mbuli		Mbuli	Dis	LGA	Rural	Public
5575	Mbinga DC	Â Ruhuhu	Ngumbo	Mkili		Mkili	Dis	LGA	Rural	Public
5578	Mbinga DC	Â Ruhuhu	Lituhi	Lituhi		Lituhi	HC	Roman Catholic	Rural	Fbo
5579	Mbinga DC	Â Ruhuhu	Lituhi	Litumba Kuhamba		Litumba Kuhamba	Dis	LGA	Rural	Public
5580	Mbinga DC	Â Ruhuhu	Lituhi	Ngingama		Ngingama	Dis		Rural	TBD
5583	Mbinga DC	Â Ruhuhu	Mbaha	Lundu Mission		Lundu Mission	Dis	Roman Catholic	Rural	Fbo
5584	Mbinga DC	Â Ruhuhu	Mbaha	Mbaha		Mbaha	Dis	LGA	Rural	Public
5585	Mbinga DC	Â Ruhuhu	Mbaha	Ndumbi		Ndumbi	Dis	LGA	Rural	Public
5586	Mbinga DC	Namswea	Litumbandyosi	Kingole		Kingole	Dis	LGA	Rural	Public
5587	Mbinga DC	Namswea	Litumbandyosi	Litumbandyosi		Litumbandyosi	Dis	LGA	Rural	Public
5588	Mbinga DC	Namswea	Litumbandyosi	Luhagara		Luhagara	Dis	LGA	Rural	Public
5589	Mbinga DC	Â Ruhekei	Mbambabay	Chinula		Chinula	Dis	LGA	Rural	Public
5590	Mbinga DC	Â Ruhekei	Mbambabay	Mbambabay		Mbambabay	HC	LGA	Rural	Public
5593	Mbinga DC	Â Ruhekei	Mtipwili	Chiulu		Chiulu	Dis	LGA	Rural	Public
5597	Mbinga DC	Namswea	Namswea	Kindimba Chini		Kindimba Chini	Dis	LGA	Rural	Public
5598	Mbinga DC	Namswea	Namswea	Kindimba Juu		Kindimba Juu	Dis	LGA	Rural	Public
5599	Mbinga DC	Namswea	Namswea	Ndongosi		Ndongosi	Dis	LGA	Rural	Public
5600	Mbinga DC	Namswea	Ruanda	Mtunduwaro		Mtunduwaro	Dis	LGA	Rural	Public
5601	Mbinga DC	Namswea	Ruanda	Paradiso		Paradiso	Dis	LGA	Rural	Public
5602	Mbinga DC	Namswea	Ruanda	Ruanda		Ruanda	Hos	Roman Catholic	Rural	Fbo
5603	Namtumbo DC	Mkongo	Ligera	Ligera		Ligera	HC	LGA	Rural	Public
5604	Namtumbo DC	Mkongo	Ligera	Matepwendelige		Matepwendelige	Dis		Rural	TBD
5605	Namtumbo DC	Mkongo	Ligera	Mtelawamwahi		Mtelawamwahi	Dis	LGA	Rural	Public
5609	Namtumbo DC	Mkongo	Luchili	Chengena		Chengena	Dis	Roman Catholic	Rural	Fbo
5614	Namtumbo DC	Mkongo	Mkongo	Limamu		Limamu	Dis	LGA	Rural	Public
5615	Namtumbo DC	Mkongo	Mkongo	Mkongo		Mkongo	HC	LGA	Rural	Public
5616	Namtumbo DC	Mkongo	Mkongo	Mkongonakawale		Mkongo	Dis	Roman Catholic	Rural	Fbo
5617	Namtumbo DC	Mkongo	Mkongo	Mtakuja		Mtakuja	Dis	LGA	Rural	Public
5619	Namtumbo DC	Mkongo	Mkongo	Njalamatata		Njalamatata	Dis	LGA	Rural	Public
5621	Namtumbo DC	Mkongo	Msindo	Hanga		Hanga Monastery	Dis	Roman Catholic	Rural	Fbo
5622	Namtumbo DC	Mkongo	Msindo	Lumecha		Lumecha	Dis	LGA	Rural	Public
5625	Namtumbo DC	Mkongo	Msindo	Msindo		Msindo	Dis	LGA	Rural	Public
5626	Namtumbo DC	Mkongo	Msindo	Mtakanini		Mtakanini	Dis	LGA	Rural	Public
5627	Namtumbo DC	Mkongo	Msindo	Mlilayoyo		Mlilayoyo	Dis	LGA	Rural	Public
5628	Namtumbo DC	Mkongo	Namabengo	Mdwema		Mdwema	Dis	LGA	Rural	Public
5629	Namtumbo DC	Mkongo	Namabengo	Namabengo		Namabengo	HC	Roman Catholic	Rural	Fbo
5630	Namtumbo DC	Mkongo	Namabengo	Utwango		Utwango	Dis	LGA	Rural	Public
5631	Namtumbo DC	Mkongo	Lusewa	Ligunga		Ligunga	Dis	Roman Catholic	Rural	Fbo
5632	Namtumbo DC	Sasawala	Lusewa	Lusewa		Lusewa	HC	LGA	Rural	Public
5633	Namtumbo DC	Sasawala	Lusewa	Matilusewa		Matilusewa	Dis	LGA	Rural	Public
5634	Namtumbo DC	Sasawala	Lusewa	Matepwende		Matepwende	Dis		Rural	TBD
5635	Namtumbo DC	Sasawala	Lusewa	Milonji		Milonji	Dis	LGA	Rural	Public
5636	Namtumbo DC	Sasawala	Lusewa	Msisima		Msisima	Dis	LGA	Rural	Public
5637	Namtumbo DC	Sasawala	Magazini	Amani		Amani	Dis	LGA	Rural	Public
5638	Namtumbo DC	Sasawala	Magazini	Likusenguse		Likusenguse	Dis	LGA	Rural	Public
5639	Namtumbo DC	Sasawala	Magazini	Magazini		Magazini	Dis	LGA	Rural	Public
5640	Namtumbo DC	Sasawala	Kitanda	Kitanda		Kitanda	Dis	Roman Catholic	Rural	Fbo
5642	Namtumbo DC	Undendeule	Kitanda	Mputa		Mputa	HC	LGA	Rural	Public
5643	Namtumbo DC	Undendeule	Kitanda	Naikesi		Naikesi	Dis	LGA	Rural	Public
5644	Namtumbo DC	Undendeule	Luegu	Litola		Litola	Dis	LGA	Rural	Public
5645	Namtumbo DC	Undendeule	Luegu	Luegu		Luegu	Dis	LGA	Rural	Public
5646	Namtumbo DC	Undendeule	Luegu	Ngwinde		Ngwinde	Dis	LGA	Rural	Public
5649	Namtumbo DC	Undendeule	Luegu	Mbimbi		Mbimbi	Dis	LGA	Rural	Public
5652	Namtumbo DC	Undendeule	Mgombasi	Likuyu Mandela		Likuyu Mandela	Dis	LGA	Rural	Public
5653	Namtumbo DC	Undendeule	Mgombasi	Likuyu A		Likuyu A	Dis	LGA	Rural	Public
5654	Namtumbo DC	Undendeule	Mgombasi	Mgombasi		Mgombasi	Dis	LGA	Rural	Public
5655	Namtumbo DC	Undendeule	Mgombasi	Mtonya		Mtonya	Dis	LGA	Rural	Public
5657	Namtumbo DC	Undendeule	Mgombasi	Nambecha		Nambecha	Dis	LGA	Rural	Public
5658	Namtumbo DC	Undendeule	Namtumbo	Kilimasera		Kilimasera	Dis	LGA	Rural	Public
5659	Namtumbo DC	Undendeule	Namtumbo	Libango		Libango	Dis	LGA	Rural	Public
5661	Namtumbo DC	Undendeule	Namtumbo	Masuguru		Masuguru	Dis	LGA	Rural	Public
5662	Namtumbo DC	Undendeule	Namtumbo	Mchomoro		Mchomoro	Dis	LGA	Rural	Public
5663	Namtumbo DC	Undendeule	Namtumbo	Namtumbomjini		Namtumbo	HC	LGA	Rural	Public
5665	Namtumbo DC	Undendeule	Namtumbo	Suluti		Suluti	Dis	LGA	Rural	Public
5672	Songea MC	Songea Magharibi	Lizaboni	Pachanne		Mjimwema	HC	LGA	Urban	Public
5678	Songea MC	Songea Magharibi	Mfaranyaki	Mbarika		Mfaranyaki Charity	Dis	Private	Urban	Private
5679	Songea MC	Songea Magharibi	Mfaranyaki	Mfaranyaki		Top Day & Night	Dis	Private	Urban	Private
5681	Songea MC	Songea Magharibi	Misufini	Majimaji (Misufini)		Songea VCT	VCT		Urban	TBD
5683	Songea MC	Songea Magharibi	Ruhuwiko	Mwenge Mshindo		Mwenge Mshindo	Dis	LGA	Urban	Public
5687	Songea MC	Songea Magharibi	Ruhuwiko	Ruhuwiko A		Ruhuwiko	Dis	TPDF	Urban	Public
5700	Songea MC	Songea Magharibi	Subira	Subira Kati		Subira	Dis	LGA	Urban	Public
5701	Songea MC	Songea Mashariki	Bombambili	Mtakuja		St Norberth	Dis	Roman Catholic	Urban	Fbo
5704	Songea MC	Songea Mashariki	Bombambili	Sokoine		Bombambili	Dis	LGA	Urban	Public
5705	Songea MC	Songea Mashariki	Bombambili	Sokoine		Ibrahim Ally	Dis		Urban	TBD
5711	Songea MC	Songea Mashariki	Matarawe	Sabasaba		Matarawe	Dis	LGA	Urban	Public
5712	Songea MC	Songea Mashariki	Matogoro	Chemchem		Chemchem	Dis	LGA	Urban	Public
5716	Songea MC	Songea Mashariki	Matogoro	Matogoro Shuleni		St Benedict	Dis	Roman Catholic	Urban	Fbo
5717	Songea MC	Songea Mashariki	Matogoro	Matogoro Shuleni		St Francis	Dis	Private	Urban	Private
5719	Songea MC	Songea Mashariki	Matogoro	Ndilimalitembo		Ndilima Litembo	Dis	LGA	Urban	Public
5721	Songea MC	Songea Mashariki	Mjini	Litunu		Songea	Hos	MOHSW	Urban	Public
5723	Songea MC	Songea Mashariki	Mjini	Majimaji		St Camilius	HC	Roman Catholic	Urban	Fbo
5724	Songea MC	Songea Mashariki	Mjini	Majimaji		Songea Private	Dis	Private	Urban	Private
5725	Songea MC	Songea Mashariki	Mjini	Majimaji		Tumaini	Dis	Private	Urban	Private
5727	Songea MC	Songea Mashariki	Mletele	Liumbu		Liumbu	Dis	LGA	Urban	Public
5729	Songea MC	Songea Mashariki	Mletele	Luhira		Chandamali	Dis	TPDF	Urban	Public
5730	Songea MC	Songea Mashariki	Mletele	Luhiraseko		Luhiraseko	Dis	Police	Urban	Public
5736	Songea MC	Songea Mashariki	Mshangano	Chandarua		Chandarua	Dis	LGA	Urban	Public
5744	Songea DC	Madaba	Mahanje	Rutukira		Rutukira	Dis	LGA	Rural	Public
5745	Songea DC	Madaba	Mahanje	Madaba		Haleluya	Dis	Private	Rural	Private
5746	Songea DC	Madaba	Mahanje	Madaba		Madaba	HC	LGA	Rural	Public
5747	Songea DC	Madaba	Mahanje	Mahanje		Mahanje	Dis	Roman Catholic	Rural	Fbo
5748	Songea DC	Madaba	Mahanje	Mkongotema		Mkongotema	Dis		Rural	TBD
5750	Songea DC	Madaba	Matumbi	Ifinga		Ifinga	Dis	Roman Catholic	Rural	Fbo
5751	Songea DC	Madaba	Wino	Igawisenga		Igawisenga	Dis	LGA	Rural	Public
5752	Songea DC	Madaba	Wino	Lilondo		Lilondo	Dis	LGA	Rural	Public
5753	Songea DC	Madaba	Wino	Matetereka		Matetereka	Dis	LGA	Rural	Public
5754	Songea DC	Madaba	Wino	Maweso		Maweso	Dis	LGA	Rural	Public
5755	Songea DC	Madaba	Wino	Wino		Wino	Dis	LGA	Rural	Public
5756	Songea DC	Madaba	Gumbiro	Gumbiro		Gumbiro	Dis	LGA	Rural	Public
5757	Songea DC	Madaba	Gumbiro	Ngadinda		Ngadinda	Dis	LGA	Rural	Public
5758	Songea DC	Madaba	Gumbiro	Likarangiro		Likarangiro	Dis	LGA	Rural	Public
5759	Songea DC	Madaba	Gumbiro	Luhimba		Luhimba	Dis	LGA	Rural	Public
5761	Songea DC	Madaba	Gumbiro	Mtyangimbole		Mtyangimbole	Dis	Roman Catholic	Rural	Fbo
5762	Songea DC	Muhukuru	Magagura	Kizuka		Kizuka	Dis	LGA	Rural	Public
5764	Songea DC	Muhukuru	Magagura	Lusonga		Chipole	Dis	Roman Catholic	Rural	Fbo
5765	Songea DC	Muhukuru	Magagura	Lusonga		Mlale JKT	Dis	LGA	Rural	Public
5769	Songea DC	Muhukuru	Magagura	Mbinga Mhalule		Mbinga Mhalule	Dis	Roman Catholic	Rural	Fbo
5771	Songea DC	Muhukuru	Magagura	Ngahokora		Ngahokora	Dis	LGA	Rural	Public
5772	Songea DC	Muhukuru	Matimira	Kikunja		Kikunja	Dis	LGA	Rural	Public
5773	Songea DC	Muhukuru	Matimira	Liula		Liula	Dis	LGA	Rural	Public
5774	Songea DC	Muhukuru	Matimira	Matimira		Matimira	Dis	Roman Catholic	Rural	Fbo
5779	Songea DC	Muhukuru	Mpitimbi	Lyangweni		Lyangweni	Dis	LGA	Rural	Public
5780	Songea DC	Muhukuru	Mpitimbi	Mpitimbi A		Mpitimbi	Dis		Rural	TBD
5781	Songea DC	Muhukuru	Mpitimbi	Mpitimbi B		Mpitimbi	Dis		Rural	TBD
5782	Songea DC	Muhukuru	Muhukuru	Magwamila		Magwamila		LGA	Rural	Public
5783	Songea DC	Muhukuru	Muhukuru	Muhukuru - Lilahi		Muhukuru	HC	LGA	Rural	Public
5785	Songea DC	Muhukuru	Muhukuru	Nakawale		Nakawale	Dis	LGA	Rural	Public
5787	Songea DC	Muhukuru	Ndongosi	Nambembo		Nambembo	Dis	LGA	Rural	Public
5788	Songea DC	Muhukuru	Ndongosi	Ndongosi		Ndongosi	Dis	Roman Catholic	Rural	Fbo
5789	Songea DC	Ruvuma	Kilagano	Mgazini		Mgazini	Dis	LGA	Rural	Public
5790	Songea DC	Ruvuma	Kilagano	Kilagano		Kilagano	Dis	LGA	Rural	Public
5791	Songea DC	Ruvuma	Kilagano	Muungano /Zomba		Muungano Zomba	Dis	LGA	Rural	Public
5795	Songea DC	Ruvuma	Lilambo	Lilambo A		Chabruma JWTZ	Dis	LGA	Rural	Public
5797	Songea DC	Ruvuma	Lilambo	Mwanamonga		Mwanamonga	Dis	LGA	Rural	Public
5799	Songea DC	Ruvuma	Litisha	Liganga		Liganga	Dis	Roman Catholic	Rural	Fbo
